site.name,site.id,ccamlr.region,Longitude.EPSG.4326,Latitude.EPSG.4326,common.name,day,month,year,season.starting,count,accuracy,count.type
Hannah Point,HANN,48.1,-60.6134,-62.6545,gentoo penguin,28,1,2016,2015,2820,1,chicks
"Cape Hansen, Coronation Island",HANS,48.2,-45.584,-60.659,adelie penguin,17,12,2003,2003,13381,3,nests
"Cape Hansen, Coronation Island",HANS,48.2,-45.584,-60.659,adelie penguin,17,1,2012,2011,5980,5,nests
Harmony Point (east),HARE,48.1,-59.229,-62.304,chinstrap penguin,1,2,1987,1986,1750,3,adults
Harmony Point,HARM,48.1,-59.2425,-62.3064,chinstrap penguin,19,12,1971,1971,50000,4,nests
Harmony Point,HARM,48.1,-59.2425,-62.3064,chinstrap penguin,1,2,1987,1986,300000,5,adults
Harmony Point,HARM,48.1,-59.2425,-62.3064,chinstrap penguin,0,0,1988,1988,110875,2,nests
Harmony Point,HARM,48.1,-59.2425,-62.3064,gentoo penguin,0,0,1988,1988,3957,1,nests
Harmony Point,HARM,48.1,-59.2425,-62.3064,chinstrap penguin,0,0,1995,1995,89685,2,nests
Harmony Point,HARM,48.1,-59.2425,-62.3064,gentoo penguin,0,0,1995,1995,3347,1,nests
Hennequin Point,HENN,48.1,-58.396,-62.124,chinstrap penguin,0,0,1956,1956,0,0,nests
Heroina Island,HERO,48.1,-54.6083,-63.3944,adelie penguin,1,12,1996,1996,276938,2,nests
Heroina Island,HERO,48.1,-54.6083,-63.3944,gentoo penguin,1,12,1996,1996,215,1,nests
Heroina Island,HERO,48.1,-54.6083,-63.3944,gentoo penguin,3,2,2006,2005,142,1,chicks
Heroina Island,HERO,48.1,-54.6083,-63.3944,gentoo penguin,21,1,2009,2008,173,1,chicks
Heywood Island,HEYW,48.1,-59.6854,-62.3174,chinstrap penguin,6,1,1966,1965,23000,4,nests
Holdfast Point (mainland and offshore rocks),HOLD,48.1,-66.5867,-66.7917,adelie penguin,2,2,1984,1983,625,4,nests
Holdfast Point (mainland and offshore rocks),HOLD,48.1,-66.5867,-66.7917,adelie penguin,17,1,2013,2012,435,1,nests
Holdfast Point (mainland and offshore rocks),HOLD,48.1,-66.5867,-66.7917,adelie penguin,17,1,2013,2012,721,1,chicks
Cape Hooker,HOOK,48.1,-61.963,-63.334,chinstrap penguin,5,2,1987,1986,17500,4,adults
Hope Bay,HOPE,48.1,-56.9978,-63.3972,adelie penguin,0,0,1979,1979,117095,1,nests
Hope Bay,HOPE,48.1,-56.9978,-63.3972,adelie penguin,27,10,1985,1985,123850,1,nests
Hope Bay,HOPE,48.1,-56.9978,-63.3972,gentoo penguin,1,1,2015,2014,519,1,nests
Cape Hooker Rock (south),HORS,48.1,-61.982,-63.345,chinstrap penguin,5,2,1987,1986,4500,3,adults
Hovgaard Island,HOVG,48.1,-64.0939,-65.1296,gentoo penguin,27,1,2004,2003,168,1,chicks
Hall Peninsula (northeast),HPNE,48.1,-61.241,-62.769,chinstrap penguin,8,2,1987,1986,3000,3,adults
Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,chinstrap penguin,8,2,1987,1986,2000,3,adults
Hall Peninsula (southwest),HPSW,48.1,-61.244,-62.775,chinstrap penguin,15,12,2011,2011,1316,1,nests
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,9,2,1980,1979,2420,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,12,12,1979,1979,2343,1,nests
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,4,2,1981,1980,4076,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,31,12,1980,1980,2140,1,nests
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,20,11,1983,1983,2287,1,nests
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,28,12,1983,1983,2393,1,nests
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,15,12,1984,1984,2525,1,nests
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,7,2,1986,1985,2683,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,5,12,1985,1985,2407,1,nests
Humble Island,HUMB,48.1,-64.0875,-64.7647,chinstrap penguin,5,1,1986,1985,1,1,nests
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,27,11,1986,1986,2560,1,nests
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,26,1,1992,1991,1479,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,26,1,1993,1992,1590,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,23,1,1994,1993,1325,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,16,1,1995,1994,1381,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,18,1,1996,1995,1343,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,25,1,1997,1996,1063,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,30,1,1998,1997,1059,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,24,1,1999,1998,1017,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,25,1,2000,1999,816,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,23,1,2001,2000,925,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,23,1,2002,2001,272,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,25,1,2003,2002,606,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,21,1,2004,2003,502,1,chicks
Humble Island,HUMB,48.1,-64.0875,-64.7647,adelie penguin,10,12,2011,2011,587,1,nests
Humble Island,HUMB,48.1,-64.0875,-64.7647,chinstrap penguin,10,12,2011,2011,0,1,nests
Two Hummock Island,HUMM,48.1,-61.7033,-64.1362,chinstrap penguin,16,3,1986,1985,3000,5,nests
Humphries Heights,HUMP,48.1,-63.8637,-65.0557,gentoo penguin,28,1,1983,1982,30,1,nests
Humphries Heights,HUMP,48.1,-63.8637,-65.0557,gentoo penguin,25,12,2006,2006,50,5,nests
Humphries Heights,HUMP,48.1,-63.8637,-65.0557,gentoo penguin,19,2,2008,2007,400,5,nests
Humphries Heights,HUMP,48.1,-63.8637,-65.0557,gentoo penguin,1,12,2008,2008,20,3,nests
Humphries Heights,HUMP,48.1,-63.8637,-65.0557,gentoo penguin,14,12,2010,2010,16,2,nests
Humphries Heights,HUMP,48.1,-63.8637,-65.0557,gentoo penguin,19,1,2013,2012,57,1,nests
Humphries Heights,HUMP,48.1,-63.8637,-65.0557,gentoo penguin,4,1,2015,2014,58,3,nests
Humphries Heights,HUMP,48.1,-63.8637,-65.0557,gentoo penguin,23,12,2014,2014,28,2,nests
Hunt Island,HUNT,48.1,-62.117,-64.333,chinstrap penguin,2,2,1987,1986,400,4,nests
Hurd Peninsula (east),HURE,48.1,-60.379,-62.695,gentoo penguin,0,0,1987,1987,100,3,nests
Hurd Peninsula (west),HURW,48.1,-60.406,-62.674,gentoo penguin,0,0,1987,1987,10,4,nests
Hurd Peninsula (west),HURW,48.1,-60.406,-62.674,gentoo penguin,8,12,2010,2010,0,1,nests
Hut Bluff,HUTB,48.1,-55.14,-61.219,chinstrap penguin,20,12,1970,1970,10810,3,nests
Hut Bluff,HUTB,48.1,-55.14,-61.219,gentoo penguin,19,12,1970,1970,120,1,nests
Hydrurga Rocks,HYDR,48.1,-61.6259,-64.1454,chinstrap penguin,29,1,1986,1985,1000,5,nests
Hydrurga Rocks,HYDR,48.1,-61.6259,-64.1454,chinstrap penguin,25,11,1996,1996,526,1,nests
Hydrurga Rocks,HYDR,48.1,-61.6259,-64.1454,chinstrap penguin,26,12,2000,2000,417,1,nests
Hydrurga Rocks,HYDR,48.1,-61.6259,-64.1454,chinstrap penguin,1,1,2003,2002,448,1,nests
Hydrurga Rocks,HYDR,48.1,-61.6259,-64.1454,chinstrap penguin,13,2,2008,2007,627,1,chicks
Hydrurga Rocks,HYDR,48.1,-61.6259,-64.1454,chinstrap penguin,26,1,2009,2008,700,1,nests
Hydrurga Rocks,HYDR,48.1,-61.6259,-64.1454,chinstrap penguin,21,12,2016,2016,1185,1,nests
Inaccessible Island,INAC,48.2,-46.7333,-60.5667,chinstrap penguin,0,0,1986,1986,1000,4,nests
Intercurrence Island,INTE,48.1,-61.416,-63.933,chinstrap penguin,29,1,1986,1985,500,5,nests
Isles of Litwin Bay,IOLB,48.1,-58.569,-61.99,chinstrap penguin,0,0,1980,1980,12630,2,nests
Jacobs Ladder,JACO,48.1,-54.737,-61.152,chinstrap penguin,18,1,1971,1970,6000,3,nests
Jacques Peak,JACP,48.1,-61.8342,-64.5152,chinstrap penguin,12,12,2010,2010,19,1,nests
Jacques Peak,JACP,48.1,-61.8342,-64.5152,chinstrap penguin,4,12,2012,2012,14,1,nests
Jade Point,JADE,48.1,-57.5935,-63.6028,gentoo penguin,22,12,2001,2001,1,1,nests
Cape James,JAME,48.1,-62.6979,-63.0903,chinstrap penguin,5,2,1987,1986,10000,4,adults
Jaquinot Rocks,JAQU,48.1,-58.421,-63.441,chinstrap penguin,0,0,1990,1990,35,4,nests
Jingle Island,JING,48.1,-65.3253,-65.4303,chinstrap penguin,0,0,1983,1983,0,1,nests
Jingle Island,JING,48.1,-65.3253,-65.4303,adelie penguin,7,1,2013,2012,592,1,nests
Jingle Island,JING,48.1,-65.3253,-65.4303,chinstrap penguin,7,1,2013,2012,2,1,nests
Johnson's Dock,JOHN,48.1,-60.3675,-62.6604,gentoo penguin,0,0,1987,1987,66,1,nests
Jonassen Island,JONA,48.1,-56.6834,-63.5425,gentoo penguin,30,1,1996,1995,234,2,chicks
Jonassen Island,JONA,48.1,-56.6834,-63.5425,gentoo penguin,10,12,1995,1995,300,3,nests
Jonassen Island,JONA,48.1,-56.6834,-63.5425,gentoo penguin,22,12,2001,2001,120,3,nests
Jonassen Island,JONA,48.1,-56.6834,-63.5425,gentoo penguin,1,2,2009,2008,25,1,chicks
Jorge Island,JORG,48.1,-59.7607,-62.3798,chinstrap penguin,10,12,1999,1999,3733,4,nests
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,gentoo penguin,16,1,1975,1974,54,1,nests
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,chinstrap penguin,14,2,1980,1979,23,1,chicks
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,adelie penguin,14,2,1981,1980,408,1,chicks
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,gentoo penguin,14,2,1981,1980,59,1,chicks
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,chinstrap penguin,24,1,1983,1982,17,1,nests
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,gentoo penguin,24,1,1983,1982,41,1,nests
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,adelie penguin,13,1,1984,1983,363,1,nests
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,adelie penguin,24,1,1984,1983,330,1,chicks
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,chinstrap penguin,13,1,1984,1983,24,1,nests
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,gentoo penguin,13,1,1984,1983,50,1,nests
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,chinstrap penguin,26,12,1984,1984,23,1,nests
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,gentoo penguin,31,12,1984,1984,61,1,nests
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,adelie penguin,12,1,1986,1985,878,1,nests
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,chinstrap penguin,9,2,1987,1986,15,1,chicks
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,gentoo penguin,9,2,1987,1986,97,1,chicks
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,adelie penguin,0,0,1990,1990,1251,4,nests
Joubin Islands,JOUB,48.1,-64.3992,-64.7744,gentoo penguin,0,0,1990,1990,104,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,19,1,1983,1982,627,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,25,1,1984,1983,786,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,0,0,1988,1988,1616,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,24,11,1996,1996,1595,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,7,2,1998,1997,2206,1,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,24,11,1997,1997,1405,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,5,12,1997,1997,1545,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,28,11,1998,1998,1437,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,19,1,2000,1999,1793,2,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,27,11,1999,1999,1681,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,17,12,1999,1999,1501,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,12,1,2001,2000,1934,2,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,15,12,2001,2001,837,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,2,1,2003,2002,1473,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,25,1,2003,2002,1621,1,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,9,12,2002,2002,1556,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,5,1,2004,2003,1540,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,16,2,2004,2003,2043,1,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,20,12,2004,2004,1306,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,27,1,2006,2005,1925,1,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,26,12,2005,2005,1409,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,28,1,2007,2006,1684,1,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,22,11,2006,2006,1282,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,2,2,2008,2007,1666,1,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,25,11,2007,2007,1276,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,4,1,2009,2008,1304,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,25,1,2009,2008,1656,1,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,6,2,2009,2008,1610,1,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,21,11,2008,2008,1144,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,8,12,2008,2008,1479,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,9,12,2008,2008,1341,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,16,12,2008,2008,1386,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,24,12,2008,2008,1310,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,5,1,2010,2009,1352,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,6,2,2010,2009,1980,1,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,22,11,2009,2009,1402,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,15,12,2009,2009,1521,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,26,12,2009,2009,1461,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,5,1,2011,2010,1094,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,15,1,2011,2010,1147,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,31,1,2011,2010,984,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,4,2,2011,2010,1336,1,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,25,11,2010,2010,543,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,5,12,2010,2010,1091,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,26,12,2010,2010,1090,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,21,1,2012,2011,1773,1,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,16,11,2011,2011,1056,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,21,12,2011,2011,1172,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,5,1,2013,2012,1264,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,22,12,2012,2012,1178,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,13,12,2013,2013,1265,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,31,1,2015,2014,1708,1,chicks
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,13,12,2014,2014,1345,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,24,12,2014,2014,1228,1,nests
Jougla Point,JOUG,48.1,-63.4932,-64.827,gentoo penguin,31,12,2015,2015,1116,1,nests
Jameson Point Islands,JPTI,48.1,-62.2622,-63.2944,chinstrap penguin,5,2,1987,1986,2750,3,adults
Jameson Point (south),JPTS,48.1,-62.2524,-63.3079,chinstrap penguin,5,2,1987,1986,1500,3,adults
Jameson Point (vicinity),JPTV,48.1,-62.2583,-63.296,chinstrap penguin,5,2,1987,1986,55000,5,adults
Juan Carlos I Station,JUAN,48.1,-60.383,-62.65,chinstrap penguin,29,12,2013,2013,0,0,nests
Cape Kater,KATE,48.1,-59.8471,-63.7742,chinstrap penguin,0,1,1984,1983,0,0,nests
Kay Rock,KAYR,48.1,-60.935,-64.126,chinstrap penguin,5,1,1998,1997,21,2,nests
Kay Rock,KAYR,48.1,-60.935,-64.126,chinstrap penguin,17,1,2011,2010,0,1,nests
Kellick Island,KELL,48.1,-58.3928,-61.9186,chinstrap penguin,0,0,1980,1980,26890,2,nests
Kellick Island,KELL,48.1,-58.3928,-61.9186,chinstrap penguin,31,1,1987,1986,40000,5,adults
Ketley Point,KETL,48.1,-62.7631,-64.7066,chinstrap penguin,17,1,1984,1983,250,4,nests
Ketley Point,KETL,48.1,-62.7631,-64.7066,gentoo penguin,14,3,1986,1985,200,5,nests
King Point,KING,48.1,-55.481,-63.16,adelie penguin,12,1,2011,2010,28,5,nests
Kitchen Point,KITC,48.1,-59.347,-62.387,chinstrap penguin,11,2,1987,1986,2500,4,adults
Cape Kjellman,KJEL,48.1,-59.4145,-63.7249,chinstrap penguin,18,1,1987,1986,0,0,nests
"Knobble Head, Bransfield Island",KNOB,48.1,-56.5694,-63.1619,adelie penguin,0,0,1960,1960,100,3,nests
"Knobble Head, Bransfield Island",KNOB,48.1,-56.5694,-63.1619,gentoo penguin,0,0,1960,1960,800,4,nests
Kuno Point,KUNO,48.1,-67.1603,-66.3978,adelie penguin,10,1,2013,2012,235,1,nests
Lagotellerie Island,LAGO,48.1,-67.4017,-67.8869,adelie penguin,17,2,1983,1982,1720,1,chicks
Lagotellerie Island,LAGO,48.1,-67.4017,-67.8869,adelie penguin,13,1,2013,2012,7483,1,chicks
Lair Point,LAIR,48.1,-61.0353,-62.615,chinstrap penguin,3,2,1987,1986,50,2,adults
Lajarte Island,LAJA,48.1,-63.4752,-64.2357,chinstrap penguin,0,0,1990,1990,800,4,nests
Islet next to Laktionov Island,LAKT,48.1,-65.789737,-65.758531,adelie penguin,8,1,2013,2012,38,1,nests
Larsen Island,LARS,48.2,-46.0777,-60.5955,chinstrap penguin,4,1,1984,1983,10000,5,nests
Lautaro Neck,LAUT,48.1,-63.1027,-64.8285,gentoo penguin,13,12,2010,2010,206,1,nests
Islet 1 km west of Lavosier Island,LAVO,48.1,-66.829,-66.122,adelie penguin,21,2,1987,1986,150,5,nests
Islet 1 km west of Lavosier Island,LAVO,48.1,-66.829,-66.122,adelie penguin,10,1,2013,2012,17,1,nests
Cape Leguillou,LEGU,48.1,-59.843,-63.5427,gentoo penguin,0,0,1990,1990,6,1,nests
Islet south of Le Petit Prince,LEPP,48.1,-58.021,-61.911,chinstrap penguin,0,0,1980,1980,230,2,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,adelie penguin,0,0,1980,1980,12345,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,chinstrap penguin,0,0,1980,1980,10,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,gentoo penguin,0,0,1980,1980,1105,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,adelie penguin,0,0,1981,1981,13580,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,chinstrap penguin,0,0,1981,1981,12,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,gentoo penguin,0,0,1981,1981,1348,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,chinstrap penguin,12,2,1987,1986,400,3,adults
Lions Rump,LION,48.1,-58.1229,-62.1331,adelie penguin,0,0,1994,1994,7113,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,chinstrap penguin,0,0,1994,1994,16,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,gentoo penguin,0,0,1994,1994,2642,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,adelie penguin,0,0,1995,1995,7825,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,chinstrap penguin,0,0,1995,1995,7,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,gentoo penguin,0,0,1995,1995,2207,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,adelie penguin,0,0,1996,1996,8882,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,chinstrap penguin,0,0,1996,1996,3,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,gentoo penguin,0,0,1996,1996,1759,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,adelie penguin,0,0,2008,2008,4216,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,chinstrap penguin,0,0,2008,2008,11,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,gentoo penguin,0,0,2008,2008,2996,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,adelie penguin,0,0,2009,2009,3661,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,chinstrap penguin,0,0,2009,2009,24,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,gentoo penguin,0,0,2009,2009,2699,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,adelie penguin,0,0,2010,2010,3751,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,chinstrap penguin,0,0,2010,2010,32,1,nests
Lions Rump,LION,48.1,-58.1229,-62.1331,gentoo penguin,0,0,2010,2010,3004,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,30,1,1980,1979,673,1,chicks
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,11,12,1979,1979,564,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,4,2,1981,1980,881,1,chicks
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,6,12,1980,1980,650,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,20,11,1983,1983,635,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,26,12,1983,1983,482,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,11,12,1984,1984,549,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,9,2,1986,1985,550,1,chicks
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,12,12,1985,1985,586,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,23,11,1986,1986,577,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,0,0,1987,1987,430,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,0,0,1989,1989,606,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,0,0,1990,1990,448,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,26,1,1992,1991,542,1,chicks
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,0,0,1991,1991,497,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,26,1,1993,1992,545,1,chicks
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,0,0,1992,1992,496,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,22,1,1994,1993,481,1,chicks
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,0,0,1993,1993,485,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,17,1,1995,1994,500,1,chicks
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,0,0,1994,1994,425,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,20,1,1996,1995,565,1,chicks
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,0,0,1995,1995,410,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,25,1,1997,1996,466,1,chicks
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,0,0,1996,1996,346,1,nests
Litchfield Island,LITC,48.1,-64.0919,-64.7708,adelie penguin,29,1,1998,1997,511,1,chicks
